"Ukazatel","IndicatorType","Území","Uz0","Měsíce","CasM","Hodnota"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","leden 2016","2016-01","115.48"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","únor 2016","2016-02","109.57"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","březen 2016","2016-03","111.9"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","duben 2016","2016-04","110.84"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","květen 2016","2016-05","110.1"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","červen 2016","2016-06","106.5"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","červenec 2016","2016-07","111.22"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","srpen 2016","2016-08","116.38"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","září 2016","2016-09","113.34"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","říjen 2016","2016-10","121.87"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","listopad 2016","2016-11","120.71"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","prosinec 2016","2016-12","113.14"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","leden 2017","2017-01","119.82"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","únor 2017","2017-02","118.18"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","březen 2017","2017-03","116.46"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","duben 2017","2017-04","118.25"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","květen 2017","2017-05","125.75"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","červen 2017","2017-06","120.84"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","červenec 2017","2017-07","128.02"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","srpen 2017","2017-08","128.28"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","září 2017","2017-09","126.87"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","říjen 2017","2017-10","125.68"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","listopad 2017","2017-11","124.74"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","prosinec 2017","2017-12","124.13"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","leden 2018","2018-01","127.67"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","únor 2018","2018-02","119"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","březen 2018","2018-03","116.85"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","duben 2018","2018-04","121.15"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","květen 2018","2018-05","120.54"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","červen 2018","2018-06","125.58"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","červenec 2018","2018-07","127.96"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","srpen 2018","2018-08","127.41"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","září 2018","2018-09","128.99"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","říjen 2018","2018-10","127.09"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","listopad 2018","2018-11","121.9"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","prosinec 2018","2018-12","121.1"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","leden 2019","2019-01","124.85"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","únor 2019","2019-02","121.28"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","březen 2019","2019-03","122.06"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","duben 2019","2019-04","123.51"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","květen 2019","2019-05","132.08"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","červen 2019","2019-06","132.3"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","červenec 2019","2019-07","133.74"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","srpen 2019","2019-08","135.63"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","září 2019","2019-09","133.46"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","říjen 2019","2019-10","134.66"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","listopad 2019","2019-11","137.98"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","prosinec 2019","2019-12","150"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","leden 2020","2020-01","148.48"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","únor 2020","2020-02","148.98"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","březen 2020","2020-03","147.18"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","duben 2020","2020-04","144.71"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","květen 2020","2020-05","147.29"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","červen 2020","2020-06","140.75"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","červenec 2020","2020-07","138.84"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","srpen 2020","2020-08","135.21"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","září 2020","2020-09","135"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","říjen 2020","2020-10","134.9"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","listopad 2020","2020-11","131.05"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","prosinec 2020","2020-12","130.96"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","leden 2021","2021-01","127.08"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","únor 2021","2021-02","120.62"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","březen 2021","2021-03","133.28"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","duben 2021","2021-04","139.78"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","květen 2021","2021-05","130.46"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","červen 2021","2021-06","128.9"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","červenec 2021","2021-07","139.06"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","srpen 2021","2021-08","138.37"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","září 2021","2021-09","131.45"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","říjen 2021","2021-10","129.34"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","listopad 2021","2021-11","127.85"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","prosinec 2021","2021-12","126.83"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","leden 2022","2022-01","97.63"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","únor 2022","2022-02","107.03"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","březen 2022","2022-03","105.19"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","duben 2022","2022-04","123.11"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","květen 2022","2022-05","127.76"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","červen 2022","2022-06","126.25"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","červenec 2022","2022-07","126.87"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","srpen 2022","2022-08","126"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","září 2022","2022-09","127.23"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","říjen 2022","2022-10","131.92"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","listopad 2022","2022-11","131.48"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","prosinec 2022","2022-12","126.06"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","leden 2023","2023-01","133.93"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","únor 2023","2023-02","135.93"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","březen 2023","2023-03","145.05"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","duben 2023","2023-04","146.95"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","květen 2023","2023-05","150.69"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","červen 2023","2023-06","130.91"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","červenec 2023","2023-07","131.18"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","srpen 2023","2023-08","132.14"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","září 2023","2023-09","133.34"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","říjen 2023","2023-10","134.33"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","listopad 2023","2023-11","133.38"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","prosinec 2023","2023-12","134.12"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","leden 2024","2024-01","140.1"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","únor 2024","2024-02","135.4"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","březen 2024","2024-03","132.31"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","duben 2024","2024-04","124.37"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","květen 2024","2024-05","133.5"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","červen 2024","2024-06","130.22"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","červenec 2024","2024-07","130.86"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","srpen 2024","2024-08","133.99"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","září 2024","2024-09","133.42"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","říjen 2024","2024-10","132.53"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","listopad 2024","2024-11","126.73"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","prosinec 2024","2024-12","132.55"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","leden 2025","2025-01","135.66"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","únor 2025","2025-02","117.72"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","březen 2025","2025-03","122.65"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","duben 2025","2025-04","113.46"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","květen 2025","2025-05","118.57"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","červen 2025","2025-06","126.45"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","červenec 2025","2025-07","124.65"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","srpen 2025","2025-08","121.97"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","září 2025","2025-09","128.86"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","říjen 2025","2025-10","125.55"
"S  Vepřová kýta bez kosti [kg]","613702","Česko","CZ","listopad 2025","2025-11","128.71"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","leden 2013","2013-01","24.984"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","únor 2013","2013-02","25.722"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","březen 2013","2013-03","25.141"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","duben 2013","2013-04","25.314"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","květen 2013","2013-05","24.784"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","červen 2013","2013-06","25.108"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","červenec 2013","2013-07","24.517"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","srpen 2013","2013-08","24.67"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","září 2013","2013-09","24.807"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","říjen 2013","2013-10","23.905"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","listopad 2013","2013-11","24.528"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","prosinec 2013","2013-12","23.418"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","leden 2014","2014-01","24.742"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","únor 2014","2014-02","22.995"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","březen 2014","2014-03","24.592"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","duben 2014","2014-04","23.456"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","květen 2014","2014-05","24.136"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","červen 2014","2014-06","23.644"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","červenec 2014","2014-07","23.714"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","srpen 2014","2014-08","23.948"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","září 2014","2014-09","23.669"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","říjen 2014","2014-10","23.839"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","listopad 2014","2014-11","23.625"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","prosinec 2014","2014-12","23.949"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","leden 2015","2015-01","23.989"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","únor 2015","2015-02","24.612"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","březen 2015","2015-03","23.337"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","duben 2015","2015-04","24.146"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","květen 2015","2015-05","22.889"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","červen 2015","2015-06","24.071"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","červenec 2015","2015-07","22.943"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","srpen 2015","2015-08","23.804"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","září 2015","2015-09","23.079"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","říjen 2015","2015-10","24.251"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","listopad 2015","2015-11","23.441"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","prosinec 2015","2015-12","24.236"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","leden 2016","2016-01","23.372"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","únor 2016","2016-02","23.756"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","březen 2016","2016-03","23.423"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","duben 2016","2016-04","24.072"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","květen 2016","2016-05","23.193"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","červen 2016","2016-06","24.05"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","červenec 2016","2016-07","23.75"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","srpen 2016","2016-08","23.068"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","září 2016","2016-09","23.672"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","říjen 2016","2016-10","23.163"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","listopad 2016","2016-11","23.442"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","prosinec 2016","2016-12","22.67"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","leden 2017","2017-01","24.269"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","únor 2017","2017-02","23.46"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","březen 2017","2017-03","24.164"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","duben 2017","2017-04","22.966"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","květen 2017","2017-05","23.578"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","červen 2017","2017-06","22.166"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","červenec 2017","2017-07","23.578"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","srpen 2017","2017-08","22.275"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","září 2017","2017-09","23.535"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","říjen 2017","2017-10","22.616"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","listopad 2017","2017-11","23.287"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","prosinec 2017","2017-12","22.853"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","leden 2018","2018-01","23.256"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","únor 2018","2018-02","23.114"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","březen 2018","2018-03","23.473"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","duben 2018","2018-04","23.05"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","květen 2018","2018-05","22.959"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","červen 2018","2018-06","22.979"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","červenec 2018","2018-07","22.227"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","srpen 2018","2018-08","23.482"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","září 2018","2018-09","22.215"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","říjen 2018","2018-10","23.97"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","listopad 2018","2018-11","22.733"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","prosinec 2018","2018-12","22.9"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","leden 2019","2019-01","22.595"
"Z  Kuřata jatečná I.tř.j. [kg]","627705","Česko","CZ","únor 2019","2019-02","23.62"
